"0","#| code-fold: show"
"0","#| message: false"
"0","#| warning: false"
"0","#| label: Map Rat Gene Symbols to Rat Gene IDs"
"0","#pull rat gene ids that we will be mapping symbols to "
"0","genes <- rat_counts[,1]"
"0",""
"0","#get ensembl database that will be used to map ids to symbols"
"0","edb_rat <- AnnotationHub()[[""AH116989""]]"
"0",""
"0","#query ensembl database object to get symbols that match ids"
"0","rat_gene_symbol <- mapIds(edb_rat, keys = genes, column = ""SYMBOL"", keytype = ""GENEID"", multiVals = ""first"")"
"0",""
"0","#create new column inside rat_counts dataframe called rat_gene_symbol"
"0","rat_counts$rat_gene_symbol <- rat_gene_symbol"
"0",""
"0","#assign unmapped cells NA"
"0","rat_counts$rat_gene_symbol[rat_counts$rat_gene_symbol == """"] <- NA"
"0",""
"0","#rearrange the newly added rat_gene_symbol column to be second in line"
"0","cols <- names(rat_counts)"
"0","rat_counts <- rat_counts[, c(cols[1], ""rat_gene_symbol"", setdiff(cols[-1], ""rat_gene_symbol""))]"
"0",""
"0","#view merged counts df with gene symbols"
"0","glimpse(rat_counts)"
"1","Rows: 30,562"
"1",""
"1","
"
"1","Columns: 11"
"1",""
"1","
"
