"0","#| code-fold: show"
"0","#| message: false"
"0","#| warning: false"
"0","#| label: Volcano Plot with Top 10 Most Significant Genes Labeled IGF"
"0","#filter top10 most significant genes"
"0","resIGFDF |>"
"0","  rownames_to_column(""gene"") |>"
"0","  dplyr::filter(padj < 0.05) |>"
"0","  slice_min((order_by = padj), n = 10) -> top_genes_IGF"
"0",""
"0","#label volcano plot"
"0","vp1_top10 <- vp1 + "
"0","  geom_point(size = 2, alpha = 0.6) +"
"0","  geom_point(data  = top_genes_IGF, aes(x = log2FoldChange, y = -log10(padj)), color = ""black"", size  = 2) +"
"0","  geom_text_repel(data = top_genes_IGF, aes(label  = rat_gene_symbol), color = ""black"", size = 2, box.padding = 0.2, point.padding = 0.1)"
"0",""
"0","#view"
"0","vp1_top10"
