"0","#| code-fold: show"
"0","#| message: false"
"0","#| warning: false"
"0","#| label: Map Rat Gene Symbols to Rat Gene IDs"
"0","#import annotation file saved locally (Rattus_norvegicus.mRatBN7.2.113.gtf.gz from Ensembl) using rtracklayer"
"0","annotation_file <- import(""annotation_file/Rattus_norvegicus.mRatBN7.2.113.gtf.gz"")"
"0",""
"0","#filter for entries containing gene"
"0","gene_map <- annotation_file[annotation_file$type == ""gene""]"
"0",""
"0","#convert gene_map to df"
"0","gene_map_df <- as.data.frame(gene_map)"
"0",""
"0","#pipe that takes gene_map df keeps all gene names that are not NA, selects gene_id and gene_name, checks for distinct rows, and renames gene_name to rat_gene_symbol"
"0","gene_map_df <- gene_map_df |>"
"0","  dplyr::filter(!is.na(gene_map_df$gene_name)) |>"
"0","  dplyr::select(gene_id, gene_name) |>"
"0","  dplyr::distinct() |>"
"0","  dplyr::rename(rat_gene_symbol = gene_name)"
"0",""
"0","#join rat counts and gene map by gene ids"
"0","rat_counts <- left_join(rat_counts, gene_map_df, by = c(""rat_gene_id"" = ""gene_id""))"
"0",""
"0","#rearrange the newly added rat_gene_symbol column to be second in line"
"0","cols <- names(rat_counts)"
"0","rat_counts <- rat_counts[, c(cols[1], ""rat_gene_symbol"", setdiff(cols[-1], ""rat_gene_symbol""))]"
